texte,sujet
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin Cordier ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à rue Paulette Lenoir dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de boulevard Thibault Schmitt ? Je me suis fait mal.,santé
Il y a une maraude ce soir vers avenue de Dupuis ? Je cherche un endroit pour manger ou discuter.,maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de rue de Lopes ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue de Laporte ? J’ai besoin de me laver rapidement.",douche
Quel est le commissariat le plus proche de rue Collet ? J’ai besoin d’aide légale.,judiciaire
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard de Leroux ? J’ai besoin de me laver rapidement.",douche
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard Yves Gilbert.",maraude
"J’ai des pensées suicidaires, je suis à rue Auger dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers boulevard de Lemonnier ? Je cherche un endroit pour manger ou discuter.,maraude
Y a-t-il un hôpital ou un médecin proche de rue Fouquet ? Je me suis fait mal.,santé
"Bonjour, est-ce qu’il y a des douches accessibles près de rue de Bailly ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue Olivie Raymond ? J’ai besoin de me laver rapidement.",douche
Y a-t-il un hôpital ou un médecin proche de avenue Danielle Lemaître ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de rue Margaux Rossi ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de rue Isabelle Henry ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de avenue de Vaillant ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à avenue Isabelle Delannoy dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin Marin ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à rue Noël Bailly dans Paris. Je veux parler à quelqu’un.",santé
Quel est le commissariat le plus proche de boulevard Christine Gallet ? J’ai besoin d’aide légale.,judiciaire
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin Arnaude Paul ? J’ai besoin de me laver rapidement.",douche
Quel est le commissariat le plus proche de avenue de Martins ? J’ai besoin d’aide légale.,judiciaire
Y a-t-il un hôpital ou un médecin proche de chemin de Barbe ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à rue Gros dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de rue Charles Gomez ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de chemin Michelle Joseph ? Je me suis fait mal.,santé
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin Michelle Bodin ? J’ai besoin de me laver rapidement.",douche
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue de Lebrun.",maraude
Il y a une maraude ce soir vers rue de Bouvet ? Je cherche un endroit pour manger ou discuter.,maraude
Il y a une maraude ce soir vers chemin Cécile Renard ? Je cherche un endroit pour manger ou discuter.,maraude
Il y a une maraude ce soir vers rue de Maréchal ? Je cherche un endroit pour manger ou discuter.,maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue Humbert ? J’ai besoin de me laver rapidement.",douche
Quel est le commissariat le plus proche de boulevard Thibault Gros ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue de Poirier.",maraude
Quel est le commissariat le plus proche de rue de Valentin ? J’ai besoin d’aide légale.,judiciaire
Quel est le commissariat le plus proche de avenue Valette ? J’ai besoin d’aide légale.,judiciaire
Quel est le commissariat le plus proche de chemin Nath Guérin ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin de Charpentier.",maraude
Il y a une maraude ce soir vers avenue de Gay ? Je cherche un endroit pour manger ou discuter.,maraude
"J’ai des pensées suicidaires, je suis à avenue Bazin dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Philippine Colin.",maraude
Y a-t-il un hôpital ou un médecin proche de boulevard de Fernandez ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à rue Audrey Guibert dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de rue de Gallet ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard Roger Lemaire ? J’ai besoin de me laver rapidement.",douche
Il y a une maraude ce soir vers chemin de Raynaud ? Je cherche un endroit pour manger ou discuter.,maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue de Masson ? J’ai besoin de me laver rapidement.",douche
Y a-t-il un hôpital ou un médecin proche de boulevard Guillet ? Je me suis fait mal.,santé
Il y a une maraude ce soir vers rue de Labbé ? Je cherche un endroit pour manger ou discuter.,maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard Denise Vallée ? J’ai besoin de me laver rapidement.",douche
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue de Barbier.",maraude
Y a-t-il un hôpital ou un médecin proche de chemin Diane Neveu ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à rue Marcelle Delmas dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à rue Pierre Pineau dans Paris. Je veux parler à quelqu’un.",santé
Quel est le commissariat le plus proche de chemin Lucas Bourgeois ? J’ai besoin d’aide légale.,judiciaire
Y a-t-il un hôpital ou un médecin proche de chemin Pons ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à rue Michelle Descamps dans Paris. Je veux parler à quelqu’un.",santé
Quel est le commissariat le plus proche de rue de Weiss ? J’ai besoin d’aide légale.,judiciaire
Y a-t-il un hôpital ou un médecin proche de rue Océane Dupont ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à chemin Marthe Nguyen dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers chemin Leclercq ? Je cherche un endroit pour manger ou discuter.,maraude
"J’ai des pensées suicidaires, je suis à chemin Mace dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin de Guichard ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à boulevard Reynaud dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à rue de Dufour dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers boulevard de Payet ? Je cherche un endroit pour manger ou discuter.,maraude
Quel est le commissariat le plus proche de boulevard Renée Bonnet ? J’ai besoin d’aide légale.,judiciaire
Quel est le commissariat le plus proche de rue Alexandrie Petit ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard Madeleine Gillet.",maraude
Y a-t-il un hôpital ou un médecin proche de avenue Hélène Lefort ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à avenue de Vincent dans Paris. Je veux parler à quelqu’un.",santé
Quel est le commissariat le plus proche de chemin de Jacques ? J’ai besoin d’aide légale.,judiciaire
Y a-t-il un hôpital ou un médecin proche de rue Pruvost ? Je me suis fait mal.,santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue Meyer.",maraude
Y a-t-il un hôpital ou un médecin proche de rue Denis ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de rue de Lesage ? Je me suis fait mal.,santé
Il y a une maraude ce soir vers avenue de Navarro ? Je cherche un endroit pour manger ou discuter.,maraude
Y a-t-il un hôpital ou un médecin proche de boulevard de Duhamel ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de avenue Gros ? J’ai besoin d’aide légale.,judiciaire
Quel est le commissariat le plus proche de rue de Loiseau ? J’ai besoin d’aide légale.,judiciaire
Il y a une maraude ce soir vers chemin de Prévost ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard de Thibault.",maraude
"J’ai des pensées suicidaires, je suis à rue Christiane Barre dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de rue Franck Costa ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de avenue de Sauvage ? J’ai besoin d’aide légale.,judiciaire
Quel est le commissariat le plus proche de rue Pons ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Gomez.",maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard Thibault Marchal.",maraude
Il y a une maraude ce soir vers rue Thibault Brunet ? Je cherche un endroit pour manger ou discuter.,maraude
"J’ai des pensées suicidaires, je suis à chemin de Muller dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers chemin Michelle Dias ? Je cherche un endroit pour manger ou discuter.,maraude
"J’ai des pensées suicidaires, je suis à avenue de Vasseur dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers rue Texier ? Je cherche un endroit pour manger ou discuter.,maraude
Y a-t-il un hôpital ou un médecin proche de chemin de Ruiz ? Je me suis fait mal.,santé
Il y a une maraude ce soir vers avenue Coulon ? Je cherche un endroit pour manger ou discuter.,maraude
"J’ai des pensées suicidaires, je suis à avenue de Da Silva dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Huet.",maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard Élodie Cousin ? J’ai besoin de me laver rapidement.",douche
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Dorothée Barre.",maraude
Il y a une maraude ce soir vers rue Jules Schmitt ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue Dubois.",maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Allain ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue Rémy ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Cécile Duhamel ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue de Foucher ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin Poulain ? J’ai besoin de me laver rapidement.",douche
Y a-t-il un hôpital ou un médecin proche de rue Élodie Olivier ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de avenue de Jacquot ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à rue Boulay dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue de Marion ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue de Pierre ? J’ai besoin de me laver rapidement.",douche
Y a-t-il un hôpital ou un médecin proche de rue Hardy ? Je me suis fait mal.,santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard de Michaud.",maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard Roland Potier ? J’ai besoin de me laver rapidement.",douche
Quel est le commissariat le plus proche de avenue Antoine ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à chemin Gérard Marques dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Fischer.",maraude
"J’ai des pensées suicidaires, je suis à chemin Chevalier dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue de Klein.",maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Susan Berger ? J’ai besoin de me laver rapidement.",douche
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Monique Guibert.",maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Madeleine Gilles ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à rue Daniel Costa dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Durand.",maraude
